lag_dem,lag_income
.5343736172485292,.0602128332732856
.6919416776685812,.0512240086809853
.5650303006998751,.0715898671457007
.4246816356591007,.0611415583501473
.3498288960355698,.0717437556761022
.5572106947286732,.0526776946049622
.3962914958698353,.0897344829380075
.5917937336042349,.0550618395883985
.4834817910051233,.0664334293256361
.4628472799229032,.072164137264708
.519869032506338,.0465279032694956
.5012555347982068,.060728430285853
.4460333683091262,.0603884925313159
.4766642705550403,.0599121341569085
.3162083098228954,.0479383268057358
.6307617135671092,.0781518706806663
.3800767447839032,.0718049435865742
.551574447461439,.0869520741311873
.5037498655738195,.0577116690435001
.8110657281584803,.0458322094414942
.4947378579344961,.0759044311142033
.4391448606987214,.0885291648155168
.4980117110113408,.0545759083239658
.4129002631582123,.0719369024226147
.5152120657037512,.0650796053963742
.4518061354353229,.057793421629226
.4606528887769689,.0524166046288416
.5694761502191878,.0662450684219111
.7011688396636157,.0631827910894472
.5326824647498984,.0575723737072432
.6146312160411087,.0554175322721501
.2695899719331886,.0850054141980448
.3643713214995788,.0794601107858505
.5920494362668463,.06435924950366
.4934521534752158,.0502722021621328
.2264185372408707,.0793547105518896
.403988992190152,.0933856048065364
.4584243892983086,.0718125339330413
.3568793879583725,.068703261935793
.507624317898959,.0677620258921529
.3952678331960059,.068700574929346
.4697378454345607,.062352157216535
.4809240150065366,.0551211731574732
.4244300143351848,.0622285236792932
.5817848493592916,.0535002449885706
.501234171143764,.0608617391505552
.581810737892875,.0666878199280881
.3715131913029475,.0604242607688295
.4823664246557375,.060500198471164
.6224420285255661,.0349806993931445
.3336233643301134,.0746191103650329
.492587161306884,.1143554951353536
.5098397055507358,.06078747252371
.613486187132648,.0607596318412221
.5756781871052079,.0536660194024259
.3679976234462981,.0590524568053854
.514959077391083,.0665907591829805
.3478647076365852,.0766140720645346
.568389248391405,.0532085395387776
.3276013089167437,.0771962946783148
.4193540172212084,.0633161398605788
.4741052037945303,.0569566800624797
.4396057925054688,.0609555983013363
.3521176888164644,.0895676458876428
.5005524826469384,.0335864106706096
.3251173374052069,.0734682765388897
.5638082281867227,.0606372707679967
.4309482560102401,.0621531891464081
.4461407695669628,.0787732457702147
.4003714191837233,.0571761451868606
.3381497578167937,.0892766151552623
.2663591875086692,.0738587575446554
.5609424971330546,.0576796861321948
.6395197224287117,.0720904148848867
.3991998694629022,.0662136945423096
.6113297809145746,.0582371108171531
.5506062514473131,.0408732236585119
.5399243388474875,.0420940755755157
.5357754391365637,.0538027621565106
.344916190199302,.0896546581155516
.4302486344306203,.067907720481358
.501431472526525,.0478739061744164
.4064574578878559,.057283714547431
.5269514562525823,.0578802164704109
.4761006568859418,.0456579419304204
.3202059171677406,.0708039084842767
.5202230796944163,.0526661658732856
.3880811242925222,.0564816795654657
.5760150227665332,.0567188224389949
.6163231753365286,.0561288386982049
.7114297678833689,.0664004376557733
.6001205842980673,.0404615136121398
.4567245297790351,.0696047510739149
.4612368798775822,.0663882554927116
.4565378670902016,.0544297223262126
.4284443390922431,.0659910370715765
.5696192574961743,.057666514650403
.5281738424931517,.0626822646031408
.5299146975867985,.0562265590534783
.4366395741175974,.0746255924371751
.496448264752391,.0875069695543152
.5687958842617067,.0512602632009628
.4994623589703558,.044947432149912
.5968114269812346,.0808308350279028
.5994964328896339,.0581549513277288
.4871080022091333,.0866586971872482
.5414791420476385,.0653802991724201
.5205694377847838,.060259384623723
.391887179182664,.0753336269023596
.403613075720528,.0752315172981224
.3313110764563425,.0594638723304955
.5513380659396176,.0561346413096429
.5232941151389439,.0587551241081431
.3409448109991512,.0733436017481824
.3673500712328932,.0690891517908861
.5660551758966439,.0552677888150607
.6241403680802289,.0477088832108313
.3943194458068217,.0809519981379191
.1942051620537351,.0996270349754423
